	datetime	site_id	mlid	rlf	1-day-predict	5-day-predict
493	2021-02-13	RL_LKESJ	A5WP	False	False	False
494	2021-02-13	RL_LKEWB	A2EB	False	False	False
495	2021-02-13	RL_LKEWB	A2FB	False	False	False
496	2021-02-13	RL_LKEWB	A5PY	False	False	False
497	2021-02-13	RL_LKEWB	A6FZ	False	False	False
498	2021-02-13	RL_LKI?Q	A6PS	False	False	False
499	2021-02-13	RL_LKI?V	A5CA	False	False	False
500	2021-02-13	RL_LKI?V	A5CD	False	False	False
501	2021-02-13	RL_LKJIR	A5LI	False	False	False
502	2021-02-13	RL_LKJKB	A5KV	False	False	False
503	2021-02-13	RL_LKL?S	A6EV	False	False	False
504	2021-02-13	RL_LKL?S	A6FY	False	False	False
505	2021-02-13	RL_LKL?S	A6HU	False	False	False
506	2021-02-13	RL_LKL?S	A6MJ	False	False	False
507	2021-02-13	RL_LKL?S	A6XC	False	False	False
508	2021-02-13	RL_LKLCJ	A6KV	False	False	False
509	2021-02-13	RL_LKLCO	A5DC	False	False	False
510	2021-02-13	RL_LKNM?	A6ZF	False	False	False
511	2021-02-13	RL_LKNMA	A5KH	False	False	False
512	2021-02-13	RL_LKNRD	A5EU	False	False	False
513	2021-02-13	RL_LKNRD	A5MV	False	False	False
514	2021-02-13	RL_LKO?Q	A2BE	False	False	False
515	2021-02-13	RL_LKO?Q	A2BF	False	False	False
516	2021-02-13	RL_LKO?Q	A5AH	False	False	False
517	2021-02-13	RL_LKO?Q	A5EV	False	False	False
518	2021-02-13	RL_LKO?Q	A5EW	False	False	False
519	2021-02-13	RL_LKO?Q	A5EX	False	False	False
520	2021-02-13	RL_LKO?Q	A5HK	False	False	False
521	2021-02-13	RL_LKO?Q	A6HK	False	False	False
522	2021-02-13	RL_LKO?Q	A6JS	False	False	False
523	2021-02-13	RL_LKO?Q	A6SC	False	False	False
524	2021-02-13	RL_LKU?K	A2RZ	False	False	False
525	2021-02-13	RL_LKU?K	A4JB	False	False	False
526	2021-02-13	RL_LKU?K	A5IL	False	False	False
527	2021-02-13	RL_LKU?K	A6AR	False	False	False
528	2021-02-13	RL_LKU?K	A6TB	False	False	False
529	2021-02-13	RL_LKU?K	A7FZ	False	False	False
530	2021-02-13	RL_LKU?K	A8MS	False	False	False
531	2021-02-13	RL_LKUCD	A6IZ	False	False	False
532	2021-02-13	RL_LKUCH	A0XH	False	False	False
533	2021-02-13	RL_LKZCP	A5GE	False	False	False
534	2021-02-13	RL_MATGL	A0ET			
535	2021-02-13	RL_MATGL	A0KB			
536	2021-02-13	RL_MATGL	A6AG			
537	2021-02-13	RL_MBJDA	A0LA	False	False	False
538	2021-02-13	RL_MBJDA	A0LE	False	False	False
539	2021-02-13	RL_MBN?I	A2IA	False	False	False
540	2021-02-13	RL_MBN?I	A5AK	False	False	False
541	2021-02-13	RL_MBN?I	A5AR	False	False	False
542	2021-02-13	RL_MBN?I	A5BR	False	False	False
543	2021-02-13	RL_MBN?I	A5CO	False	False	False
544	2021-02-13	RL_MBN?I	A5CZ	False	False	False
545	2021-02-13	RL_MBN?I	A5FZ	False	False	False
546	2021-02-13	RL_MBN?I	A5OZ	False	False	False
547	2021-02-13	RL_MBN?I	A6KW	False	False	False
548	2021-02-13	RL_MBN?I	A6LW	False	False	False
549	2021-02-13	RL_MBN?I	A6PL	False	False	False
550	2021-02-13	RL_MBN?I	A6QL	False	False	False
551	2021-02-13	RL_MBN?I	A6QY	False	False	False
552	2021-02-13	RL_MHFLH	A4BL			
553	2021-02-13	RL_MHFLH	A4DI			
554	2021-02-13	RL_MHFLH	A4JL			
555	2021-02-13	RL_MHFLH	A6CN			
556	2021-02-13	RL_MHFLH	A6DN			
557	2021-02-13	RL_MHFLH	A6NW			
558	2021-02-13	RL_MHFLH	A7DH			
559	2021-02-13	RL_MHPPQ	A4IS			
560	2021-02-13	RL_MHPPQ	A4LB			
561	2021-02-13	RL_MHPPQ	A4LJ			
562	2021-02-13	RL_MHPPQ	A4NS			
563	2021-02-13	RL_MHPPQ	A4NY			
564	2021-02-13	RL_MHPPQ	A4OE			
565	2021-02-13	RL_MHPPQ	A4OF			
566	2021-02-13	RL_MHPPQ	A6NV			
567	2021-02-13	RL_MIOKQ	A1DB	False	False	False
568	2021-02-13	RL_MIU?E	A9VK			
569	2021-02-13	RL_MIUCJ	A5EB			
570	2021-02-13	RL_MIUCJ	A5RX			
571	2021-02-13	RL_MIUCJ	A5ZM			
572	2021-02-13	RL_MIZ?I	A1BS			
573	2021-02-13	RL_MIZ?I	A7SN			
574	2021-02-13	RL_MIZ?I	A7ZQ			
575	2021-02-13	RL_MIZRO	A1FL			
576	2021-02-13	RL_MIZRO	A1FP			
577	2021-02-13	RL_MIZRO	A1LR			
578	2021-02-13	RL_MIZRO	A2DG			
579	2021-02-13	RL_MIZRO	A2ES			
580	2021-02-13	RL_MIZRO	A2HJ			
581	2021-02-13	RL_MIZRO	A7BI			
582	2021-02-13	RL_MIZRO	A7GF			
583	2021-02-13	RL_MIZRO	A7HP			
584	2021-02-13	RL_MIZRO	A7UZ			
585	2021-02-13	RL_MIZRO	A7ZY			
586	2021-02-13	RL_MIZSK	A7YN			
587	2021-02-13	RL_MI[GV	A8SI			
588	2021-02-13	RL_N8BF@	A4JA			
589	2021-02-13	RL_N8BF@	A4JT			
590	2021-02-13	RL_N8BF@	A6WN			
591	2021-02-13	RL_N8BJ>	A4TJ			
592	2021-02-13	RL_N8PPA	A4KD			
593	2021-02-13	RL_N8PQJ	A6QC			
594	2021-02-13	RL_N8PQJ	A6QD			
595	2021-02-13	RL_N;NIL	A5LH	False	False	False
596	2021-02-13	RL_N;O?J	A4AJ			
597	2021-02-13	RL_N;O?O	A7YR			
598	2021-02-13	RL_N;O?O	A7YS			
599	2021-02-13	RL_N;OEL	A6YM			
600	2021-02-13	RL_N;OI>	A6LK			
601	2021-02-13	RL_N;S@>	A1XE			
602	2021-02-13	RL_N;S@>	A1XS			
603	2021-02-13	RL_N;S@>	A4CT			
604	2021-02-13	RL_N;S@>	A9KV			
605	2021-02-13	RL_N;SE>	A4SM	False	False	False
606	2021-02-13	RL_N;SE>	A8EN	False	False	False
607	2021-02-13	RL_N;SMQ	A6WE	False	False	False
608	2021-02-13	RL_N;STR	A6XE	False	False	False
609	2021-02-13	RL_N;UCJ	A1EX			
610	2021-02-13	RL_N;UCJ	A1SX			
611	2021-02-13	RL_N;UCJ	A4FS			
612	2021-02-13	RL_N;UCJ	A5CK			
613	2021-02-13	RL_N;UCJ	A5HR			
614	2021-02-13	RL_N;UCJ	A8BE			
615	2021-02-13	RL_N;UIO	A4LN			
616	2021-02-13	RL_N;UK>	A4NL			
617	2021-02-13	RL_N?L?A	A4GD			
618	2021-02-13	RL_N?L?A	A4GL			
619	2021-02-13	RL_N?L?A	A4ZU			
620	2021-02-13	RL_N?L?Q	A6ED			
621	2021-02-13	RL_N?LBR	A4LG			
622	2021-02-13	RL_N?LGO	A4PD			
623	2021-02-13	RL_N?LGO	A4UZ			
624	2021-02-13	RL_N?LW@	A4DP			
625	2021-02-13	RL_N?LWB	A4NG			
626	2021-02-13	RL_NIHD/	A9PR	False	False	False
627	2021-02-13	RL_NILKQ	A2XL	False	False	False
628	2021-02-13	RL_NJCGP	A4WK			
629	2021-02-13	RL_NJCGP	A6ES			
630	2021-02-13	RL_NJN?K	A4EG			
631	2021-02-13	RL_NJN?K	A4GC			
632	2021-02-13	RL_NJN?K	A4PW			
633	2021-02-13	RL_NJN?K	A6LX			
634	2021-02-13	RL_NJN?K	A8BK			
635	2021-02-13	RL_NJQGO	A4CL			
636	2021-02-13	RL_NJQGO	A4CN			
637	2021-02-13	RL_NJQGO	A4DG			
638	2021-02-13	RL_O7ZJ>	A5ST	False	False	False
639	2021-02-13	RL_O7ZJ>	A6ME	False	False	False
640	2021-02-13	RL_O7ZJ>	A9BK	False	False	False
641	2021-02-13	RL_O;CAV	A8ZY			
642	2021-02-13	RL_OBTKQ	A1AH	False	False	False
643	2021-02-13	RL_OEHMW	A4KH			
644	2021-02-13	RL_OELCS	A5YX	False	False	False
645	2021-02-13	RL_OELQR	A5BC	False	False	False
646	2021-02-13	RL_OET?A	A5XY	False	False	False
647	2021-02-13	RL_OET?V	A6DI			
648	2021-02-13	RL_OEW?A	A9RF	False	False	False
649	2021-02-13	RL_OE[DL	A4EO			
650	2021-02-13	RL_OE[DL	A4FO			
651	2021-02-13	RL_OE[DL	A4KR			
652	2021-02-13	RL_OE[DL	A4LR			
653	2021-02-13	RL_OE[DL	A4LY			
654	2021-02-13	RL_OE[DL	A6EP			
655	2021-02-13	RL_OE[DL	A6MY			
656	2021-02-13	RL_OE[F>	A4PX			
657	2021-02-13	RL_OE[F>	A8CZ			
658	2021-02-13	RL_OE[KB	A4HJ			
659	2021-02-13	RL_OE[KB	A4KW			
660	2021-02-13	RL_OE[KB	A8AN			
661	2021-02-13	RL_OE[KH	A4IF			
662	2021-02-13	RL_OE[LF	A4FI			
663	2021-02-13	RL_OE[NV	A4XP			
664	2021-02-13	RL_OE[NV	A8DI			
665	2021-02-13	RL_OE[NV	A8EI			
666	2021-02-13	RL_OE[NV	A8ZC			
667	2021-02-13	RL_OE[Q>	A6KB			
668	2021-02-13	RL_OE[QR	A4JH			
669	2021-02-13	RL_OE[QR	A4SG			
670	2021-02-13	RL_OE[RH	A4PK			
671	2021-02-13	RL_OKM@D	A8TF	False	False	False
672	2021-02-13	RL_OKMCM	A2RF	False	False	False
673	2021-02-13	RL_OKMCP	A2NE	False	False	False
674	2021-02-13	RL_OKMD@	A1PX	False	False	False
675	2021-02-13	RL_OKMD@	A5QT	False	False	False
676	2021-02-13	RL_OKMD@	A6AQ	False	False	False
677	2021-02-13	RL_OKMD@	A7WU	False	False	False
678	2021-02-13	RL_OKMD@	A8IZ	False	False	False
679	2021-02-13	RL_OKMD@	A8JA	False	False	False
680	2021-02-13	RL_OKMD@	A8VK	False	False	False
681	2021-02-13	RL_OKMG?	A0UX	False	False	False
682	2021-02-13	RL_OKMG?	A0UY	False	False	False
683	2021-02-13	RL_OKMG?	A1WQ	False	False	False
684	2021-02-13	RL_OKMG?	A2LA	False	False	False
685	2021-02-13	RL_OKMG?	A7ZX	False	False	False
686	2021-02-13	RL_OKMIV	A6WY	False	False	False
687	2021-02-13	RL_OKMIV	A8NG	False	False	False
688	2021-02-13	RL_OKMIV	A8ZF	False	False	False
689	2021-02-13	RL_OKMSP	A1XP	False	False	False
690	2021-02-13	RL_OKNPR	A4GY	False	False	False
691	2021-02-13	RL_OKNPR	A6KS	False	False	False
692	2021-02-13	RL_OK[DB	A8YB			
693	2021-02-13	RL_OK[F>	A9HC	False	False	False
694	2021-02-13	RL_OK[FF	A7PH			
695	2021-02-13	RL_OK[QV	A1LF			
696	2021-02-13	RL_OK[W>	A7HY			
697	2021-02-13	RL_OPUKQ	A8NA			
698	2021-02-13	RL_P7D?O	A5LN	False	False	False
699	2021-02-13	RL_P7D?O	A5WB	False	False	False
700	2021-02-13	RL_P7Q?I	A8ND	False	False	False
701	2021-02-13	RL_P7Q?I	A9WF	False	False	False
702	2021-02-13	RL_P7QPL	A4DV	False	False	False
703	2021-02-13	RL_P7QPL	A4YR	False	False	False
704	2021-02-13	RL_P7SGP	A4RE	False	False	False
705	2021-02-13	RL_P7SMQ	A4ON	False	False	False
706	2021-02-13	RL_P7SRM	A4NO	False	False	False
707	2021-02-13	RL_P7SRM	A8EZ	False	False	False
708	2021-02-13	RL_P7TG?	A7QD			
709	2021-02-13	RL_P7TI>	A4EP			
710	2021-02-13	RL_P7TTF	A5HL	False	False	False
711	2021-02-13	RL_P7TTF	A5LJ	False	False	False
712	2021-02-13	RL_P7TTF	A9CK	False	False	False
713	2021-02-13	RL_P7ZCK	A4IV			
714	2021-02-13	RL_P7ZCK	A4LE			
715	2021-02-13	RL_P7ZCK	A4LF			
716	2021-02-13	RL_P7ZCK	A8RV			
717	2021-02-13	RL_P7ZEQ	A4VB	False	False	False
718	2021-02-13	RL_P;LGJ	A5BT	False	False	False
719	2021-02-13	RL_P;LGJ	A5BZ	False	False	False
720	2021-02-13	RL_P;LGJ	A5DP	False	False	False
721	2021-02-13	RL_P;LGJ	A5EF	False	False	False
722	2021-02-13	RL_P;LGJ	A5RU	False	False	False
723	2021-02-13	RL_P;LGJ	A5ZN	False	False	False
724	2021-02-13	RL_P;LGJ	A7BF	False	False	False
725	2021-02-13	RL_P;LIR	A5FE	False	False	False
726	2021-02-13	RL_P;LIR	A5PD	False	False	False
727	2021-02-13	RL_P;LMJ	A9WG	False	False	False
728	2021-02-13	RL_P;LWB	A9FR	False	False	False
729	2021-02-13	RL_P;LWB	A9QF	False	False	False
730	2021-02-13	RL_P;W?A	A9BU	False	False	False
731	2021-02-13	RL_P;ZBC	A2ZA	False	False	False
732	2021-02-13	RL_P;ZBI	A9SI	False	False	False
733	2021-02-13	RL_P;ZRQ	A7EG	False	False	False
734	2021-02-13	RL_P;ZRQ	A7HT	False	False	False
735	2021-02-13	RL_P=BR>	A6TO	False	False	False
736	2021-02-13	RL_P?LMM	A2PZ	False	False	False
737	2021-02-13	RL_P?LMM	A9AB	False	False	False
738	2021-02-13	RL_PKTWK	A4HL	False	False	False
739	2021-02-13	RL_PKTWK	A4LA	False	False	False
740	2021-02-13	RL_PKTWK	A9AJ	False	False	False
741	2021-02-13	RL_PK[KQ	A1AD	False	False	False
742	2021-02-13	RL_POHSJ	A6XT	False	False	False
743	2021-02-13	RL_POOSQ	A9VL	False	False	False
744	2021-02-13	RL_Q9BBJ	A9DE	False	False	False
745	2021-02-13	RL_Q9BBJ	A9YC	False	False	False
746	2021-02-13	RL_Q9FPD	A6MS			
747	2021-02-13	RL_Q9FRR	A6SM			
748	2021-02-13	RL_Q:BWB	A5IM	False	False	False
749	2021-02-13	RL_Q:NSE	A6FL	False	False	False
750	2021-02-13	RL_Q:NSE	A6IV	False	False	False
751	2021-02-13	RL_Q:NSE	A6UG	False	False	False
752	2021-02-13	RL_Q:NSE	A7MG	False	False	False
753	2021-02-13	RL_Q:TGK	A6AB	False	False	False
754	2021-02-13	RL_Q:TGK	A6EI	False	False	False
755	2021-02-13	RL_Q:TGK	A6GU	False	False	False
756	2021-02-13	RL_Q:TGK	A6LF	False	False	False
757	2021-02-13	RL_Q:TGK	A8AP	False	False	False
758	2021-02-13	RL_QDDQ>	A9YS	False	False	False
759	2021-02-13	RL_QILGW	A4HN			
760	2021-02-13	RL_S7EA>	A6XZ	False	False	False
761	2021-02-13	RL_S7EAB	A4FR	False	False	False
762	2021-02-13	RL_S7EAB	A4MT	False	False	False
763	2021-02-13	RL_S7EAB	A4WP	False	False	False
764	2021-02-13	RL_S7ECS	A6GV	False	False	False
765	2021-02-13	RL_S7ECS	A8KB	False	False	False
766	2021-02-13	RL_S7EER	A4WT	False	False	False
767	2021-02-13	RL_S7EF@	A2DR	False	False	False
768	2021-02-13	RL_S7EF@	A2ER	False	False	False
769	2021-02-13	RL_S7EF@	A4ET	False	False	False
770	2021-02-13	RL_S7EF@	A4VM	False	False	False
771	2021-02-13	RL_S7EF@	A4VN	False	False	False
772	2021-02-13	RL_S7EF@	A4VW	False	False	False
773	2021-02-13	RL_S7EF@	A6RM	False	False	False
774	2021-02-13	RL_S7EF@	A6RN	False	False	False
775	2021-02-13	RL_S7EFV	A4XI	False	False	False
776	2021-02-13	RL_S7EG?	A6VG	False	False	False
777	2021-02-13	RL_S7EGH	A4MW	False	False	False
778	2021-02-13	RL_S7EGH	A4NW	False	False	False
779	2021-02-13	RL_S7EGH	A6MR	False	False	False
780	2021-02-13	RL_S7EGH	A6NR	False	False	False
781	2021-02-13	RL_S7EI>	A4EU	False	False	False
782	2021-02-13	RL_S7EI>	A4YS	False	False	False
783	2021-02-13	RL_S7EIR	A4MN	False	False	False
784	2021-02-13	RL_S7EIR	A4NZ	False	False	False
785	2021-02-13	RL_S7EK>	A4BW	False	False	False
786	2021-02-13	RL_S7EK>	A7EB	False	False	False
787	2021-02-13	RL_S7EL>	A4AG	False	False	False
788	2021-02-13	RL_S7EL>	A4DB	False	False	False
789	2021-02-13	RL_S7EL>	A4FU	False	False	False
790	2021-02-13	RL_S7EL>	A4IW	False	False	False
791	2021-02-13	RL_S7EL>	A4IZ	False	False	False
792	2021-02-13	RL_S7EL>	A4VG	False	False	False
793	2021-02-13	RL_S7EMQ	A4CZ	False	False	False
794	2021-02-13	RL_S7EMQ	A4WR	False	False	False
795	2021-02-13	RL_S7EPE	A4CQ	False	False	False
796	2021-02-13	RL_S7EPE	A4EK	False	False	False
797	2021-02-13	RL_S7EPE	A4RU	False	False	False
798	2021-02-13	RL_S7EPE	A4RY	False	False	False
799	2021-02-13	RL_S7EPE	A4RZ	False	False	False
800	2021-02-13	RL_S7EPE	A6OG	False	False	False
801	2021-02-13	RL_S7EPE	A6OH	False	False	False
802	2021-02-13	RL_S7EPE	A8NW	False	False	False
803	2021-02-13	RL_S7ESS	A1CP			
804	2021-02-13	RL_S7ESS	A1DP			
805	2021-02-13	RL_S7ESS	A1RV			
806	2021-02-13	RL_S7ESS	A7AT			
807	2021-02-13	RL_S7ESS	A7ND			
808	2021-02-13	RL_S7ESS	A7OC			
809	2021-02-13	RL_S7ESS	A7RC			
810	2021-02-13	RL_S7ESS	A8BN			
811	2021-02-13	RL_S7ESS	A8FZ			
812	2021-02-13	RL_S7ESS	A8GN			
813	2021-02-13	RL_S7ESS	A8KT			
814	2021-02-13	RL_S7ESW	A4XF			
815	2021-02-13	RL_S7ESW	A4XG			
816	2021-02-13	RL_S7EW>	A2RD	False	False	False
817	2021-02-13	RL_S7EW>	A2RE	False	False	False
818	2021-02-13	RL_S7EWB	A4XJ	False	False	False
819	2021-02-13	RL_S7GCH	A5DB	False	False	False
820	2021-02-13	RL_S7GCH	A6EW	False	False	False
821	2021-02-13	RL_S7H?K	A4IB			
822	2021-02-13	RL_S7LMO	A6DL	False	False	False
823	2021-02-13	RL_S7M?J	A4BI			
824	2021-02-13	RL_S7M?J	A4CV			
825	2021-02-13	RL_S7M?J	A4WM			
826	2021-02-13	RL_S7M?J	A4WN			
827	2021-02-13	RL_S7MRR	A4DK			
828	2021-02-13	RL_S7NSQ	A7KT	False	False	False
829	2021-02-13	RL_S7ODB	Z8ZG	False	False	False
830	2021-02-13	RL_S7OFB	A9XD	False	False	False
831	2021-02-13	RL_S7OSP	A9PF	False	False	False
832	2021-02-13	RL_S7SBF	A2YK	False	False	False
833	2021-02-13	RL_S7SDQ	A2KW	False	False	False
834	2021-02-13	RL_S7SNB	A8DX	False	False	False
835	2021-02-13	RL_S7SNI	A8XD	False	False	False
836	2021-02-13	RL_S7SRP	A1EY			
837	2021-02-13	RL_S7SRP	A2TC			
838	2021-02-13	RL_S7TGO	Z8ZS	False	False	False
839	2021-02-13	RL_S7U?A	A7YV	False	False	False
840	2021-02-13	RL_S7W@H	A9LA	False	False	False
841	2021-02-13	RL_S7WA>	A5RP	False	False	False
842	2021-02-13	RL_S7WA>	A5SP	False	False	False
843	2021-02-13	RL_S7WA>	A9CF	False	False	False
844	2021-02-13	RL_S7WA>	A9DF	False	False	False
845	2021-02-13	RL_S7WA>	A9FV	False	False	False
846	2021-02-13	RL_S7WA>	A9WH	False	False	False
847	2021-02-13	RL_S7WCH	A9EM	False	False	False
848	2021-02-13	RL_S7WCH	A9FN	False	False	False
849	2021-02-13	RL_S7WCJ	A5AD	False	False	False
850	2021-02-13	RL_S7WCJ	A5CB	False	False	False
851	2021-02-13	RL_S7WF>	A5EK	False	False	False
852	2021-02-13	RL_S7WF>	A5EQ	False	False	False
853	2021-02-13	RL_S7WF>	A5ER	False	False	False
854	2021-02-13	RL_S7WF>	A5FR	False	False	False
855	2021-02-13	RL_S7WF>	A9DZ	False	False	False
856	2021-02-13	RL_S7WF>	A9GY	False	False	False
857	2021-02-13	RL_S7WF>	A9OY	False	False	False
858	2021-02-13	RL_S7WFF	A9HE	False	False	False
859	2021-02-13	RL_S7WIF	A9GN	False	False	False
860	2021-02-13	RL_S7WIF	A9GT	False	False	False
861	2021-02-13	RL_S7WIF	A9KZ	False	False	False
862	2021-02-13	RL_S7WIF	A9VF	False	False	False
863	2021-02-13	RL_S7WIL	A9RP	False	False	False
864	2021-02-13	RL_S7WIS	A9IJ	False	False	False
865	2021-02-13	RL_S7WIS	A9YH	False	False	False
866	2021-02-13	RL_S7WIS	A9YI	False	False	False
867	2021-02-13	RL_S7WKV	A9UH	False	False	False
868	2021-02-13	RL_S7WMQ	A5AV	False	False	False
869	2021-02-13	RL_S7WMQ	A5RE	False	False	False
870	2021-02-13	RL_S7WMQ	A5RF	False	False	False
871	2021-02-13	RL_S7WMQ	A9IZ	False	False	False
872	2021-02-13	RL_S7WT>	A9WD	False	False	False
873	2021-02-13	RL_S7Z@V	A4ZM	False	False	False
874	2021-02-13	RL_S7ZAB	A9LX	False	False	False
875	2021-02-13	RL_S7ZAL	A8NE	False	False	False
876	2021-02-13	RL_S7ZCA	A5TY	False	False	False
877	2021-02-13	RL_S7ZCA	A5UZ	False	False	False
878	2021-02-13	RL_S7ZCA	A6VE	False	False	False
879	2021-02-13	RL_S7ZCA	A6YF	False	False	False
880	2021-02-13	RL_S7ZCA	A9KM	False	False	False
881	2021-02-13	RL_S7ZCD	A6UH	False	False	False
882	2021-02-13	RL_S7ZD@	A4MZ	False	False	False
883	2021-02-13	RL_S7ZDB	A5ND	False	False	False
884	2021-02-13	RL_S7ZDP	A5YT	False	False	False
885	2021-02-13	RL_S7ZEL	A9MK	False	False	False
886	2021-02-13	RL_S7ZF>	A5PG	False	False	False
887	2021-02-13	RL_S7ZF>	A5RI	False	False	False
888	2021-02-13	RL_S7ZF>	A6HV	False	False	False
889	2021-02-13	RL_S7ZF>	A7MF	False	False	False
890	2021-02-13	RL_S7ZF>	A8RJ	False	False	False
891	2021-02-13	RL_S7ZF>	A8VJ	False	False	False
892	2021-02-13	RL_S7ZKP	A6SK	False	False	False
893	2021-02-13	RL_S7ZLJ	A5DN	False	False	False
894	2021-02-13	RL_S7ZLJ	A5JR	False	False	False
895	2021-02-13	RL_S7ZLP	A5ZU	False	False	False
896	2021-02-13	RL_S7ZPR	A7DM	False	False	False
897	2021-02-13	RL_S7ZQ@	A4UC	False	False	False
898	2021-02-13	RL_S7ZSK	A6VH	False	False	False
899	2021-02-13	RL_S7ZSP	A5TE	False	False	False
900	2021-02-13	RL_S7ZWB	A5ET	False	False	False
901	2021-02-13	RL_S7ZWB	A5PZ	False	False	False
902	2021-02-13	RL_S7ZWI	A2HK			
903	2021-02-13	RL_S7ZWI	A7KA			
904	2021-02-13	RL_S7ZWI	A7OB			
905	2021-02-13	RL_S7ZXD	A9XL	False	False	False
906	2021-02-13	RL_S9FLQ	A6BS	False	False	False
907	2021-02-13	RL_S9LCP	A6SI			
908	2021-02-13	RL_S9LCS	A2TO			
909	2021-02-13	RL_S9LI>	A2FZ	False	False	False
910	2021-02-13	RL_S9LI>	A7KC	False	False	False
911	2021-02-13	RL_S9LKO	A6NI	False	False	False
912	2021-02-13	RL_S9LKQ	A8MF	False	False	False
913	2021-02-13	RL_S9LL@	A2ZF	False	False	False
914	2021-02-13	RL_S9LQB	A2BA	False	False	False
915	2021-02-13	RL_S9LQB	A2IS	False	False	False
916	2021-02-13	RL_S9LW>	A6IN	False	False	False
917	2021-02-13	RL_S9LW>	A6IS	False	False	False
918	2021-02-13	RL_S9LW>	A7YK	False	False	False
919	2021-02-13	RL_S:BAF	A4WI	False	False	False
920	2021-02-13	RL_S:C?O	A4YT	False	False	False
921	2021-02-13	RL_S:C?V	A4NB	False	False	False
922	2021-02-13	RL_S:IQV	A4KF	False	False	False
923	2021-02-13	RL_S:IQV	A4ZN	False	False	False
924	2021-02-13	RL_S:ISI	A4BO	False	False	False
925	2021-02-13	RL_S:ISI	A4ZL	False	False	False
926	2021-02-13	RL_S:L?@	A4WB	False	False	False
927	2021-02-13	RL_S:L?O	A4KJ	False	False	False
928	2021-02-13	RL_S:L?O	A4OG	False	False	False
929	2021-02-13	RL_S:L?O	A4OH	False	False	False
930	2021-02-13	RL_S:L?W	A4KE	False	False	False
931	2021-02-13	RL_S:LCP	A4VC	False	False	False
932	2021-02-13	RL_S:LCP	A6KL	False	False	False
933	2021-02-13	RL_S:LFV	A4QC	False	False	False
934	2021-02-13	RL_S:LGW	A7NC	False	False	False
935	2021-02-13	RL_S:LKQ	A2YA	False	False	False
936	2021-02-13	RL_S:LL?	A4VD	False	False	False
937	2021-02-13	RL_S:LLB	A4ZR	False	False	False
938	2021-02-13	RL_S:LLL	A4MV	False	False	False
939	2021-02-13	RL_S:LLL	A4NV	False	False	False
940	2021-02-13	RL_S:LLL	A4RW	False	False	False
941	2021-02-13	RL_S:LLL	A4TW	False	False	False
942	2021-02-13	RL_S:LLL	A7CN	False	False	False
943	2021-02-13	RL_S:LLR	A4TA	False	False	False
944	2021-02-13	RL_S:LLR	A4WV	False	False	False
945	2021-02-13	RL_S:LQ>	A4AV	False	False	False
946	2021-02-13	RL_S:LQ>	A4BV	False	False	False
947	2021-02-13	RL_S:LQ>	A4IX	False	False	False
948	2021-02-13	RL_S:LQ>	A4KC	False	False	False
949	2021-02-13	RL_S:LQ>	A4UI	False	False	False
950	2021-02-13	RL_S:LQI	A6TF	False	False	False
951	2021-02-13	RL_S:LQR	A4NC	False	False	False
952	2021-02-13	RL_S:LSP	A4TM	False	False	False
953	2021-02-13	RL_S:N?V	A4OU	False	False	False
954	2021-02-13	RL_S:N?V	A4QU	False	False	False
955	2021-02-13	RL_S:NCV	A2AY	False	False	False
956	2021-02-13	RL_S:NCV	A4MC	False	False	False
957	2021-02-13	RL_S:NCV	A6ZX	False	False	False
958	2021-02-13	RL_S:NGK	A8WN	False	False	False
959	2021-02-13	RL_S:PQD	A4GA	False	False	False
960	2021-02-13	RL_S:SGP	A4UF	False	False	False
961	2021-02-13	RL_S:SGP	A8BP	False	False	False
962	2021-02-13	RL_S?NGP	A9IQ	False	False	False
963	2021-02-13	RL_S?OQE	A6ZL			
964	2021-02-13	RL_S?ORQ	A6LZ			
965	2021-02-13	RL_S?TRR	A6CV	False	False	False
966	2021-02-13	RL_S?TRR	A8AY	False	False	False
967	2021-02-13	RL_S?TRR	A9MW	False	False	False
968	2021-02-13	RL_S?TRR	A9NW	False	False	False
969	2021-02-13	RL_S?W?@	A9BI	False	False	False
970	2021-02-13	RL_S?W?@	A9GI	False	False	False
971	2021-02-13	RL_S?W?@	A9HU	False	False	False
972	2021-02-13	RL_S?W?@	A9HW	False	False	False
973	2021-02-13	RL_S?W?@	A9YD	False	False	False
974	2021-02-13	RL_S?W?@	A9YN	False	False	False
975	2021-02-13	RL_S?[@@	A4NH			
976	2021-02-13	RL_SBWSW	A1CE			
977	2021-02-13	RL_SBWSW	A1IE			
978	2021-02-13	RL_SBWSW	A2FW			
979	2021-02-13	RL_SBWSW	A5FT			
980	2021-02-13	RL_SBWSW	A8MQ			
981	2021-02-13	RL_SBWSW	A9EW			
982	2021-02-13	RL_SDEJF	A9AT	False	False	False
983	2021-02-13	RL_SDEJF	A9BA	False	False	False
984	2021-02-13	RL_SDMQ>	A9NJ	False	False	False
985	2021-02-13	RL_SECSF	A4GS			
986	2021-02-13	RL_SECSF	A6LV			
987	2021-02-13	RL_SECSF	A6WD			
988	2021-02-13	RL_SECSF	A7DJ			
989	2021-02-13	RL_SECSF	A7KY			
990	2021-02-13	RL_SECSF	A7LX			
991	2021-02-13	RL_SECSF	A7NZ			
992	2021-02-13	RL_SECSF	A7PY			
993	2021-02-13	RL_SECSV	A6GE			
994	2021-02-13	RL_SEDMM	A9WC	False	False	False
995	2021-02-13	RL_SEQEF	A5FN	False	False	False
